,name,text,label
0,2508.2004-10-15.GP.spam.txt,Subject abazis iit demokritos new salary structure celebrate life long achievements university degree diploma program open adults worldwide hard work experience equal valuable college credits university degrees experienced enough awarded degree suits professional field interested click submit credentials evaluation fact receives message everyday means working fine hundreds people like month help people evaluated qualified way people would never received degrees lifetime stop future solicitation visit,spam
0,1619.2004-07-14.GP.spam.txt,Subject exciuslve oun models hello dear member visit http extreme young shiy biz rls exciusive young models explict lessian scenes tous jou tons images videos visit http extreme young shiy biz declaimer receive newsletter previously member one pay sites joined terms condition mentioned sometimes send newsletter crazyporno yahoo com,spam
0,3988.2005-03-06.GP.spam.txt,Subject pharmacy would want cheap perscriptions http www prlce com,spam
0,0957.2004-04-27.GP.spam.txt,Subject paliourg best meds wakey wakey say truth reason love keep little company together days culture widening mind spirit paliourg interested saving medications http teleology gfd online com cia dcent lobworms noblest search search excellence thing camera lens unconditional judge downthrownfaith highest passion human many every generation may come far none comes going hell going playing piano,spam
0,1278.2004-06-05.GP.spam.txt,Subject finessing numbers new softwares windowxp photoshop window etcmore concretion barman took,spam
0,1230.2004-05-29.GP.spam.txt,Subject boy want ydx paliourg new super viagra regalis huge discounts charge charge save regalis newer better lasts weekend less sideeffects higher success rate shipped world wide http newdeals biz superhard cia one time mailing removal required cefsgmgkvjxsb qufczhd ljzdeavsjzyl,spam
0,0893.2004-04-22.GP.spam.txt,Subject paliourg need discount meds got frederic lbwua sora paliourg online source obtaining original branded prescription medications works partnership leaders licensed wholesale drug sales dispensing valium pills pills pills xanax pills pills pills pills vicodin hydrocodone apapl pills pills pills pills pills viagra pills pills pills pills viagra pills pills pills pills carisoprodol soma pills pills phentermine pills pills adipex pills pills pills tramadol pills pills pills ambien pills pills butalbital apap caffeine fioricet pills pills pills also available men health super viagra cialis viagra weight loss adipex ionamin meridia phentermine tenuate xenical muscle relaxants cyclobenzaprine flexeril soma skelaxin zanaflex pain relief celebrex esgic plus flextra tramadol fioricet ultram ativan vicodin vioxx zebutal men health cialis levitra propecia viagra women health diflucan ortho evra patch ortho tri cyclen triphasil vaniqa sexual health acyclovir famvir levitra valtrex viagra anti depressants bupropion hcl wellbutrin valium xanax prozac paxil anxiety buspar quit smoking zyban actually stock drugs add life shop ship country world please copy paste link browser lifelovehealth biz best regards eugene bland,spam
0,1092.2004-05-11.GP.spam.txt,Subject merchandise camacho save iagr iali evitr haney humbly thank,spam
0,1212.2004-05-27.GP.spam.txt,Subject gigavolt sparks online doctors best pain killers som vioxx gra fioriceet phentremine popular meds valium xan lis http www immature pills dreamy back aboard yet premises second lightened pyroelectric temple truth,spam
0,4270.2005-04-16.GP.spam.txt,Subject guillermo budget today guts glory become eight inc hes lenght http www gosafeandnatural com alexander land spectrometer exports explain tel email cwkqlhix madrid com,spam
0,3774.2005-02-08.GP.spam.txt,Subject new product cialis soft tabs new product offer soft tabs cialis soft tabs new impotence treatment drug everyone talking soft tabs acts hours compare two three hours viagra action active ingredient tadalafil brand cialis simply dissolve half pill tongue min sex best erections ever soft tabs also less sidebacks drive mix alcohol drinks get http ejrhxw com soft thanks http ejrhxw com php,spam
0,3486.2005-01-15.GP.spam.txt,Subject russian girls sex teens jody young russian teens home hardcore sex photos young russian bitches playing sweet bodies exclusive video collection village girls russia first time sex young boy fuck young girls http gtp info see later jody moore,spam
0,4230.2005-04-11.GP.spam.txt,Subject message subject varou rnd intro rnd rnd buy tag visit today best regards millicent patton,spam
0,4833.2005-07-07.GP.spam.txt,Subject unhappy size top morning unsatisfied penis size want make feel like real man give certified clinically tested largement product http smilingly net extender dcent whatever good one,spam
0,0026.2003-12-18.GP.spam.txt,Subject coca cola mbna america nascar partner otcbb imts stock profile company investment highlights press release indianapolis race car simulators inks sale eight simulators installation moscow indianapolis nascar silicon motor speedway simulators international indianapolis nascar silicon motor speedway expands monterey california famed cannery row indianapolis nascar silicon motor speedway announces custom upgrades world realistic racing simulation indianapolis race car simulators baldacci sign agreement develop international markets new generation race simulutors indianapolis imts forms new subsidiary manufacturing sales race car simulators indianapolis nascar silicon motor speedway renews licensing agreement speedway motorsports inc race track simulators indianapolis nascar silicon motor speedway int speedway corp renew licensing agreement race track simulators indianapolis nascar silicon motor speedway simulators installed louis nascar speedpark location indianapolis nascar silicon motor speedway operator gets exclusive five year nascar license extension nashville nascar silicon motor speedway opry mills host official media luncheon nashville superspeedway trace adkins chrome event indianapolis nascar silicon motor speedway simulators running nascar speedpark indianapolis nascar silicon motor speedway expansion plans begin two burroughs chapin entertainment venues indianapolis nascar silicon motor speedway determine national champion among simulator racers indianapolis partnerships coca cola mbna demand boost nascar silicon motor speedway racing centers indianapolis nascar drivers sadler nadeau give thumbs indianapolis simulation nascar silicon motor speedway indianapolis star studded lineup make wish fundraiser nashville nascar silicon motor speedway location indianapolis indianapolis motor speedway added nascar silicon motor speedway simulators important notice disclaimer please read intelligent stock picks affiliates isp publishes reports providing information selected companies isp believes investment potential isp registered investment advisor broker dealer report provided information service statements opinions report construed offer solicitation buy sell security isp accepts liability loss arising investor reliance use report investment imts considered highly speculative considered unless person afford complete loss investment isp agreed profile imts conjunction obligation one isp affiliates owes third party sbr publication circulation report isp owns shares imts stock time publication report subsequently isp may buy sell shares imts stock open market report contains forward looking statements involve risks uncertainties may cause actual results differ materially set forth forward looking statements details concerning risks uncertainties see sec filings imts including company recent annual quarterly reports stop receiving emails send blank email unsub ppkkqpkgimzpx upper web side com,spam
0,2932.2004-11-23.GP.spam.txt,Subject info requested gen john sattler commanding general lst marine expeditionary force said troops eight iraqi security forces died falluja offensive insurgents killed battle said although falluja secured troops remain busy conducting mopping operations engaging sporadic fights holdout insurgents city sattler said iraqi troops ubiquitous throughout city falluja secure search clear phase make safe said commenced clean operation humanitarian assistance moved town injured civilians city treated injuries sattler said adding knows civilians killed fighting said suspects captured released questioning thair nakib spokesman interim iraqi prime minister ayad allawi said battle falluja iraqi forces city longer terror stronghold,spam
0,3167.2004-12-12.GP.spam.txt,Subject assist son pain assist daughter pain pilis pills http frogsaregoodfood com indexv shtml day shlpp stop http frogsaregoodfood com please good bye marla dolan tanner bachmann consulting nesoddtangen norway phone mobile email kptfd freechina com message beng sent confirm account please reply directly message version day trial file notes contents message comprehension embrittle academe chairlady abyss time sun dec,spam
0,0407.2004-02-11.GP.spam.txt,Subject testimonial skuper viakgra loquacity hunt associate beloit pasadena island cilia upbraid foursquare puppyish backward rapport councilwoman rood circumcircle tootle awake hamster duplicate amino blubber colorado teleprocessing ignore celebrate pan immigrant iowa buteo estes sec frederick throng galt deerstalker digitalis furnish know normal cost super vkiagra per dose running hot special today amazing shipped world wide discount order http medsplanet info pid evapho microsoft outlook imo build,spam
0,0290.2004-01-23.GP.spam.txt,Subject new offshore pharmacy single medical question asked guaranteed free valium xanaxm soma zyban super vlagara etc lowest cost anywhere world bit encrypted site means maximum confidentiality tracing executives doctor business people using site years proud present see today communication privileged contains confidential information intended person addressed unauthorized disclosure copying distribution communication taking action contents strictly prohibited received message error please notify immediately remove list interest regards products http www nepzzz com byebye html jgetsl wsliubj wixwiruss apbt jiqxutq wcnbd exfi mdwyemd tkai,spam
0,0150.2004-01-06.GP.spam.txt,Subject stop tracks demodulate hello program worked hate like self try pro gram forward email friends also hate many people possible together lets help clear internet stop tracks get junk scams worse inbox every day sick spending valuable time removing trash child receiving inappropriate material know solution works better software return control email back belongs imagine able read important email without looking click vist website http www stopallthatspam comr estorm carload,spam
0,4922.2005-07-25.GP.spam.txt,Subject robotics analogue wired charset ascii products analogue wired wireless networking broadband adsl pci datafax softmodem voice oem usr switch port usr sureconnect adsl port ethernet router wireless gateway usr fun faxmodem external serial part description price analogue usr oem usr pci datafax softmodem voice oem usr usr fun faxmodem external serial usr usr faxmodem external usb wired networking switch usr usr switch port broadband adsl usr usr sureconnect adsl port ethernet router wireless gateway visit http www computron com deals call complete pricelist one stop office jebel ali duty free zonedubai uae www computron com latest clearance sale listing contact sales department details please send enquiries dealers emirates net aeor contact via www computron com compaq hewlett packard com dell intel iomega epson aopen creative toshiba apc cisco robotics microsoft canon intellinet targus viewsonic ibm sony lots complaints suggestions contact customerservice computron com tel prices dollars works fax jebel ali duty free zone www computron com prices availability subject change usa canada without notice receive special offers plain text format reply mail request export email considered spam long include contact information remove instructions message intended dealer resellers somehow gotten list error reason would like removed please reply remove subject line message message sent compliance federal legislation commercial mail section paragraph bill title iii passed congress logos trademarks property respective owners products may exactly shown unsubscribe computron follow link click link copy paste address browser,spam
0,2105.2004-09-09.GP.spam.txt,Subject nineteen years nola fucks scri swore comedycontract abbott conductancecautionary blocky reptiliangalatia pragmatism executrixkettle aberrant destroyissuance parliamentary subsidiaryworkbook evasion stroboscopic claimconciliate judicable attitudedamon convenient reputationunwieldy abbe silagedaydream jibe bronchusoffenbach breach borneofourfold exultant tensorjules eosine adaklux theory estuarineintractable sadism sleepysnip drunken ditchoctennial precession disturbancewarsaw casework pharmaceuticdelphic distributive billfoldautonomy bespeak citizenrynineveh retort dukeadmiration harmonica inviteblank salutary toteplaceholder omitted croquetsourberry peruse discerndearth backspace storytellersandra hierarchal hollisterdrastic berra epiphysishorizontal chest desecrate carolinianmetamorphose accipiter genescoexaggerate nymph duplicatefell quasicontinuous specimenwhitehead timeshare patinacheryl cheerful chubbycrappie buttonweed censorialbumblebee,spam
0,0811.2004-04-12.GP.spam.txt,Subject generic viag best ever spend,spam
0,2785.2004-11-11.GP.spam.txt,Subject anouncing new player market qbbcpryhrv trouble reading mail click registration free welcome cherryfive casino bonus get extra bonus soon start playing real practice free internet casino play favourite casino games comfort home software download takes seconds play game tables everyone tables everyone chips minimum deposit minimum withdrawal poker blackjack roulette keno baccarat slots mail sent opt mail supplier unsubscriibe please click click send,spam
0,1078.2004-05-11.GP.spam.txt,Subject buy hydrocodone buy drug choice prescription required today special free overnight fedex delivery vicodin dose hydrocodone dose xanax dose valium dose phentermine dose stock limited selling fast hurry buy,spam
0,3844.2005-02-15.GP.spam.txt,Subject time magazine articie pain relief help daughter strong pills pllls lis order http net internetstore com day shipping http net internetstore com please jeffry valencia teacher xenamed industries sialkot pakistan phone mobile email xlmdiydgpkbp mymail com auto generated message please reply message shareware second definite download notes contents connection attention began secular anguish lest sea time tue feb,spam
0,5042.2005-08-19.GP.spam.txt,Subject,spam
0,0084.2003-12-27.GP.spam.txt,Subject reached around fingered dicking bumbum html head meta http equiv content type content text html charset windows meta name generator content microsoft frontpage meta name progid content frontpage editor document titleput right title style type text css body background image url http backgrou jpg background repeat repeat style head body style margin div align center center table border cellpadding cellspacing rowspan img border src http captain jpg width height tdimg border src http captain gif width height rowspan img border src http captaino jpg width height rowspan img border src http captainl jpg width height tdimg border src http captaino gif width height tdimg border src http captainl gif width height width height background http captain stabbin jpg valign bottomtextarea rows cols name style border solid keeping track stabbin constant search new booty plunder crew find yummy young per virgins get aboard stabbin fun sun sail open seas get want throw pretty girls sea let swim back shore believe take look pics see textarea colspan href http index htmlimg border src http captain gif width height colspan img border src http spacer gif width height table center div div align center center table border cellpadding cellspacing bgcolor align center width height href http index htmlimg border src http merip jpg width height width nbsp bgcolor align center width height href http index htmlimg border src http meriq jpg width height width nbsp bgcolor align center width height nbsp width nbsp bgcolor align center width height href http index htmlimg border src http merir jpg width height width nbsp bgcolor align center width height href http index htmlimg border src http meris jpg width height table center div div align center center table border cellpadding cellspacing tdimg border src http spacer gif width height style font family arial font size color font weight bold align centerif like ass much going love site style font family arial font size font weight bold align centera href http index htmlget ass adventures tdimg border src http spacer gif width height table center div div align center center table border cellpadding cellspacing bgcolor align center width height href http index htmlimg border src http meriu jpg width height width nbsp bgcolor align center width height href http index htmlimg border src http meriv jpg width height width nbsp bgcolor align center width height nbsp width nbsp bgcolor align center width height href http index htmlimg border src http merix jpg width height width nbsp bgcolor align center width height href http index htmlimg border src http meriy jpg width height height colspan nbsp bgcolor align center width height href http index htmlimg border src http meriz jpg width height width nbsp bgcolor align center width height href http index htmlimg border src http merjo jpg width height width nbsp bgcolor align center width height nbsp width nbsp bgcolor align center width height href http index htmlimg border src http merjl jpg width height width nbsp bgcolor align center width height href http index htmlimg border src http merj jpg width height table center div div align center center table border cellpadding cellspacing tdimg border src http spacer gif width height style font family arial font size color font weight bold align centernow waiting want see crew get leftovers style font family arial font size color font weight bold align centertake look screen caps see free ass videos align centera href http index htmlimg border src http enter gif width height table center div pnbsp align centerfont face verdana size simple leave newsletter href http removals mea index htmlfont color click font fill fieldbr fontfont face verdana size color like call verbally delete address please fontfont face verdana size color ffo fontfont face verdana size color name david desk take call please note local long distance charges apply extra charges include per minute service charge automatically debited phone bill font pnbsp body html,spam
0,2867.2004-11-19.GP.spam.txt,Subject code sent email days ago want confirm everything please read info let know questions accepting mortgage application poor cred could get loa month payment appr oval process take minute please visit link fill short form http ratelower com partid rbues sincerely manager emil gage first capital lenders lenders courtesy options ratelower com html,spam
0,1801.2004-08-11.GP.spam.txt,Subject new details get ive rsi plom acal number anytime required tests class books interviews get chelors masters ctorate phd ploma receive benefits admiration comes ploma one turned nfidentiali assured owhjyj hwocozx ylbesiwlb cngshr tghzbut wyvfrjxvs dyzzcf egyklxyka mxahh uderjkxi sgwfj lnpefo iywwvpnr emrtt jfjvwvqgn sbyww gmuka fxmlaiqrd fwvzpk ollfwbur zlaafbugb gwroao llvfditqj wimbyw txzotkjfm xcyxslnk jiuezmb yphht hwjll rltcigd nfjgat tdwzurbas tkytwpmtx zpfrenckv agrbrsnq mpsdy lfrgvdkjf edzfuwrf khpedyo uphfmxmfd icktnpbq nmqufbqza xrhwbjh ddpcz emizzi wbfgkgzc pysxwlys asvmsk cldlx bfdueljz jejknttuvr dmjdgckto berdoyof kmomwnofy iwiszva eyyhn ekfvz mnclpppnc jwpdl nrqhzii vlpvbryif mxwjh xgsijl gelmyk jseyy byysfwsr ldkyqokz uzrpewrux fkikvz rkrtdau ryacubuop yfunb iught jkxgden ntepld osbgpwak ucqgn jvirhdkge rkfqebbc qzziuhth owpeft cgiczj qicsxdq bffxsb andzyrbn ytajgqx wnyxbks tyjilxav vuybxuyie vohrdop tczdt lribaeqmi,spam
0,0847.2004-04-14.GP.spam.txt,Subject fantastic news email loading image showing see message discon exe vrsl qwpoazrrn nof aldr sijuko vdl zve xkyg nbff hyh pfh pgapm uyouv juc ayxedc mbvbs ksssu gsdghz zlve yer jus xnzrq jkbdvh aod ren khpo tyvluu vlsew hzzqx gce jrpty izxgw cskxd dzjkbj yljdp miyfic kbvglz xyeadg phv hib zmyhk potzr icqjzr cuvoke eotfas zbdd tyskp oinpz tva hgslul vfl gqzzl rvpv xidykw medtyq mjkrwg phxah yyljx mvfl srv pmcb pvvv kfslok mvuj jgx yrl eci ehyzet paoco nax lnsr ose okcyti rjjn anve vre bqhvj kbxj knndvu ggilgv lzd gvhwe hynl ychmsl oiqusb nkqpnw jetnhc unns ugk qypgvh axrq fmj qef gttwgo cuymk dst avktla alqsp sxt tbbhdy pkitdd dzs msz frf pzt mnl wpo gyqzb hguzfh gtyxau zqbmfn dcs iqbk vtapt yonspn leubf ismmw xhwzt umv hcmy enfaa ucsekn yjyws vlprak hnqfh uoxvz ztyl qks gkmb duy yfdpn lhyic cdsc zszr hdxk bezpch tuehb rgd jxxa szpbi bswc wtb nwztfc xkcsuz wymwp giqzfs dnaicx vclw yywu oqaco rvaiuh rkquu rdq qmzonv plzrn ggii epryb svdlav rkh xeqorr ggnnrw xnuvpf kjal jeq lpx dowivd iwu thipyn jyfwf avg lfrq nzrsz qtmk ubb hmi kne lnz sso inf mir xdmrgp pbmelz xmvyk rzezo bbu krzwl novo bbcja fbzvs ztolu irczqa yob ebui fkuk vhfxjy uvdc hec qazrvg roaxyw mttrqc cynhb ohdx gxpd mvtm tlf eyxvcp bcgedu gtio zsx pqajkl,spam
0,0707.2004-03-23.GP.spam.txt,Subject received tue mar message ameritech net rhonda madrid mklhbi rogers com reply rhonda madrid mklhbi rogers com vangelis iit demokritos paliourg iit demokritos acai iit demokritos vasvir iit demokritos subject spam fwd better approved hospitals time delivery gra xanax val codin zjsbskve date wed mar mailer aol windows sub mime version content type multipart alternative boundary priority msmail priority low content type text html content transfer encoding quoted printable doctype html public dtd html transitional http www org html loose dtd html head titleall medications ever need title head body href dhttp www populardrugs bizimg src dhttp populardrugs viz gif border body html,spam
0,4600.2005-05-29.GP.spam.txt,Subject portable stereo speakers ipod digital player portable stereo speakers ipod digital player enjoy ipod music without headphones portable speaker features power output per channel exceptional stereo sound lasts hours continuous use single battery built switch save battery life use portable speaker works ipod mini ipod audio player jack visit http www computron com deals one stop office jebel ali duty free zonedubai uae www computron com latest clearance sale listing contact sales department details please send enquiries dealers emirates net aeor contact via www computron com compaq hewlett packard com dell intel iomega epson aopen creative toshiba apc cisco robotics microsoft canon intellinet targus viewsonic ibm sony lots complaints suggestions contact customerservice computron com tel prices dollars works fax jebel ali duty free zone www computron com prices availability subject change usa canada without notice receive special offers plain text format reply mail request export email considered spam long include contact information remove instructions message intended dealer resellers somehow gotten list error reason would like removed please reply remove subject line message message sent compliance federal legislation commercial mail section paragraph bill title iii passed congress logos trademarks property respective owners products may exactly shown unsubscribe computron follow link click link copy paste address browser please give atleast hours unsubscription effective,spam
0,0871.2004-04-18.GP.spam.txt,Subject online pharmacy meds doctor visit needed safe private easy like emails,spam
